logp,mol_weight,hba,heavy_atoms,hbd,rotatable_bonds,smiles,tpsa,drug_like
4.48,392.58,3.0,28.0,3.0,4.0,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,77.76,1
4.71,339.61,1.0,24.0,3.0,12.0,CCCCC(CC)CN1CN(CC(CC)CCCC)CC(C)(N)C1,32.5,1
2.66,249.71,2.0,17.0,5.0,2.0,Cl.Nc1ccc(/N=N/c2ccccc2)c(N)n1,89.64999999999999,1
1.18,248.26,2.0,17.0,3.0,4.0,CCC1(CCC(C)C)C(=O)N=C([O-])NC1=O.[Na+],81.59,1
,101.96,,5.0,,2.0,O=[Al]O[Al]=O,43.370000000000005,1
0.28,341.43,3.0,23.0,5.0,3.0,CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(=O)O,112.73,1
2.77,307.39,0.0,22.0,5.0,8.0,COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,48.0,1
2.09,421.97,0.0,29.0,6.0,6.0,Cl.O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,69.64000000000001,1
3.81,318.76,1.0,22.0,3.0,5.0,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,63.60000000000001,1
0.86,356.38,2.0,24.0,4.0,4.0,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+],89.54,1
1.93,485.49,0.0,34.0,4.0,4.0,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314.O.O.O=C(O)C(O)C(O)C(=O)O,216.83,1
2.34,492.65,1.0,34.0,1.0,13.0,CNC(C)CCC=C(C)C.CNC(C)CCC=C(C)C.O=C(O)[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C(=O)O,179.57999999999998,1
3.24,317.43,0.0,23.0,4.0,4.0,COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,38.77,1
4.52,345.87,0.0,24.0,3.0,5.0,COc1cc2c(cc1OC)C(CCc1ccc(Cl)cc1)N(C)CC2,21.700000000000003,1
1.52,276.34,2.0,18.0,3.0,5.0,C=CCC1(C(C)CCC)C(=O)[N-]C(=S)NC1=O.[Na+],60.27,1
0.74,198.31,3.0,14.0,2.0,3.0,N=C(N)NCCN1CCCCCCC1,65.14,1
5.19,548.47,1.0,37.0,8.0,9.0,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl.O,114.38,1
3.9,324.9,1.0,22.0,2.0,5.0,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C.Cl,32.34,1
0.92,560.69,6.0,39.0,9.0,23.0,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,205.84,1
2.98,385.49,1.0,27.0,5.0,9.0,CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,72.47,1
-1.5017000000000005,548.4970000000003,13.0,39.0,8.0,5.0,C1C(C(C(C(O1)OC2=C(C3=C(C=C2)C(=O)C(=CO3)C4=CC=C(C=C4)O)C5C(C(C(C(O5)CO)O)O)O)O)O)O,219.74,0
3.14,430.31,2.0,28.0,5.0,3.0,Cl.N[C@@H]1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,88.56,1
2.56,314.36,0.0,22.0,4.0,3.0,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,60.44,1
4.53,420.32,1.0,26.0,3.0,6.0,O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1,40.540000000000006,1
0.96,224.26,2.0,16.0,3.0,4.0,C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,75.27000000000001,1
0.56,341.43,2.0,23.0,5.0,6.0,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,101.73,1
6.529200000000007,591.9590000000002,8.0,36.0,1.0,9.0,CCCCOC1=C(C=C(C=C1Br)C2C(C(=C)N=C3N2NC(=N3)SCC4=CC=CC=C4Cl)C(=O)C)OC,75.52,0
0.65,230.69,2.0,15.0,3.0,4.0,Cl.NC(=O)OC[C@H](N)Cc1ccccc1,78.34,1
0.84,136.2,1.0,10.0,2.0,3.0,CNCCc1ccccn1,24.92,1
3.3,230.31,0.0,17.0,3.0,3.0,CC(C)C(=O)c1c(C(C)C)nn2ccccc12,34.370000000000005,1
5.608400000000005,649.5419999999997,7.0,43.0,3.0,10.0,CCCOC1=CC=C(C=C1)C(=O)OC2=C(C=C(C=C2)Br)C=NNC(=O)C(=O)NC3=CC=CC=C3C(=O)NC4CCCCC4,135.19,0
0.96,405.36,2.0,29.0,6.0,3.0,C[C@H]1CO[C@@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,100.87,1
-0.65,525.64,3.0,34.0,13.0,10.0,CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3csc(N)n3)[C@H]2SC1,172.45999999999998,1
-0.42,123.11,1.0,9.0,3.0,1.0,NC(=O)c1cnccn1,68.87,1
-2.24,181.15,4.0,12.0,5.0,1.0,OC[C@H]1O[C@H](O)[C@H]([18F])[C@@H](O)[C@@H]1O,90.15,1
2.79,246.31,1.0,18.0,2.0,4.0,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,54.37,1
-0.8,360.8,3.0,24.0,9.0,7.0,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21.Cl,151.14,1
1.02,187.2,2.0,14.0,3.0,1.0,Nc1cc(-c2ccncc2)c[nH]c1=O,71.77,1
0.67,153.14,3.0,11.0,3.0,1.0,Nc1ccc(O)c(C(=O)O)c1,83.55,1
0.39,461.45,4.0,28.0,7.0,7.0,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1.Cl,102.26,1
2.73,394.46,2.0,28.0,4.0,2.0,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,74.6,1
2.96,337.85,4.0,23.0,4.0,7.0,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1.Cl,72.72,1
3.76,431.29,0.0,23.0,3.0,5.0,COC(=O)[C@H]1[C@@H](c2ccc(I)cc2)C[C@@H]2CC[C@H]1N2CCCF,29.54,1
3.15,284.75,0.0,20.0,2.0,1.0,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,32.67,1
3.76,427.29,0.0,23.0,3.0,5.0,COC(=O)[C@H]1[C@@H](c2ccc([123I])cc2)C[C@@H]2CC[C@H]1N2CCCF,29.54,1
0.54,321.34,1.0,23.0,9.0,7.0,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,122.22,1
6.341000000000006,675.54,6.0,47.0,1.0,6.0,CCOC1=C(C=CC(=C1)C2C3=CCC4C(C3CC5(C2(C(=O)N(C5=O)C6=CC=C(C=C6)F)Cl)Cl)C(=O)N(C4=O)C7=CC=C(C=C7)C=C)O,104.22,0
,210.66,,13.0,,5.0,Cl.N=C(N)NCCC[C@H](N)C(=O)O,125.22,1
2.18,187.29,0.0,14.0,1.0,4.0,C#CCN(C)[C@H](C)Cc1ccccc1,3.24,1
3.15,280.84,1.0,19.0,2.0,2.0,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1.Cl,24.39,1
1.31,239.31,4.0,17.0,4.0,4.0,CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1,72.72,1
,1416.09,,101.0,,38.0,CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N(C)[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,424.9799999999999,1
0.1,89.09,1.0,6.0,2.0,1.0,CCOC(N)=O,52.32,1
3.43,503.37,1.0,34.0,6.0,4.0,CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F.Cl.Cl.O,116.57,1
3.17,324.42,1.0,24.0,4.0,4.0,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,45.59,1
0.48,445.45,2.0,29.0,8.0,7.0,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1.[Na+],128.73000000000002,1
3.04,252.25,1.0,18.0,2.0,3.0,COc1ccc2cc([C@H](C)C(=O)[O-])ccc2c1.[Na+],49.36,1
6.350500000000007,500.0350000000002,5.0,34.0,0.0,7.0,CCSCCOC(=O)C1C(C2=C(CC(CC2=O)C3=CC=C(C=C3)Cl)N=C1C)C4=CC=C(C=C4)F,55.73,0
4.26,669.78,2.0,45.0,7.0,10.0,C=CCNc1nc(NCC=C)nc(N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1.CS(=O)(=O)O.CS(=O)(=O)O,177.95,1
3.59,373.88,1.0,26.0,3.0,5.0,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21.Cl,49.77,1
4.56,776.87,3.0,24.0,4.0,5.0,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,92.78000000000002,1
0.0,579.99,6.0,40.0,12.0,5.0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl,206.07,1
0.69,136.2,2.0,10.0,2.0,3.0,NNCCc1ccccc1,38.05,1
6.66,571.56,1.0,42.0,8.0,6.0,CC(C)Oc1ccc(-c2nn([C@@H](C)c3oc4ccc(F)cc4c(=O)c3-c3cccc(F)c3)c3ncnc(N)c23)cc1F,109.06,1
10.757099999999992,892.1629999999994,10.0,64.0,3.0,28.0,CCCCCCCCCCCCOC(=O)N(CC1=CC=C(C=C1)F)C2CC(=NOC)C3=CC(C(C4C3C2(OC5=C4C=C(C=C5)OC(=O)NCC)OCC=C)CCCCO)CCCCO,148.38,0
4.49,298.45,0.0,21.0,3.0,4.0,CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,6.48,1
8.201700000000008,603.8109999999998,5.0,45.0,2.0,9.0,CCCCN1C2=C(C=CC=N2)C(=C(C1=O)NC(=O)NC3=C(C=CC=C3C(C)C)C(C)C)C4=CC=CC(=C4)C#CCN5CCCC5,79.25999999999999,0
3.59,337.42,1.0,25.0,3.0,5.0,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21,49.77,1
8.932000000000004,588.7450000000002,6.0,43.0,0.0,8.0,CC(C)C(C)C=CC(C)C1CCC2C1(CC=C3C2=CC=C4C3(CCC(C4)OC(=O)C5=CC(=CC(=C5)[N+](=O)[O-])[N+](=O)[O-])C)C,112.58,0
3.22,344.89,2.0,24.0,2.0,6.0,CC(C)NCCCC1(C(N)=O)c2ccccc2-c2ccccc21.Cl,55.12,1
-2.3,912.06,13.0,65.0,12.0,25.0,CNCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)O)C(C)C)C(C)C,355.04999999999995,1
7.356400000000003,522.4130000000001,6.0,35.0,1.0,5.0,COC1=CC=C(C=C1)N=C2C(=CC3=CC=CC=C3O2)C(=O)NC4=NC(=CS4)C5=C(C=C(C=C5)Cl)Cl,76.72,0
2.43,460.51,1.0,32.0,7.0,8.0,CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,119.08,1
,1209.42,,87.0,,32.0,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1,429.0399999999999,1
5.27,495.64,1.0,36.0,5.0,11.0,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,67.45,1
3.44,718.83,1.0,52.0,5.0,4.0,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1.O.O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O,177.42999999999998,1
3.88,316.88,0.0,22.0,2.0,4.0,CN(C)CCCN1c2ccccc2CCc2ccccc21.Cl,6.48,1
1.67,484.39,4.0,32.0,6.0,4.0,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+],147.02,1
2.48,371.35,2.0,27.0,6.0,5.0,CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,126.80999999999996,1
5.132220000000005,511.6290000000004,9.0,35.0,2.0,7.0,CC1=C(SC2=C1C(=O)NC(=N2)CSC3=NN=C(N3C(C)C4CC5CCC4C5)C6=CC=CO6)C(=O)O,126.90000000000002,0
4.16,569.66,4.0,42.0,6.0,11.0,COc1ccc(CN(C(=O)[C@@H](N)Cc2c(C)cc(C(N)=O)cc2C)[C@@H](C)c2ncc(-c3ccccc3)[nH]2)cc1C(=O)O,164.63,1
4.43,465.95,1.0,32.0,3.0,7.0,CC(O)C(=O)O.O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,98.07,1
1.78,305.29,2.0,22.0,6.0,5.0,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,127.70000000000002,1
4.12,294.44,0.0,22.0,2.0,4.0,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,6.48,1
4.51,393.47,2.0,28.0,5.0,5.0,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,80.32,1
5.03,386.8,0.0,25.0,2.0,2.0,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,15.6,1
3.14,627.94,2.0,21.0,3.0,3.0,CC(=O)Nc1c(I)c(C(=O)O)c(I)c(N(C)C(C)=O)c1I,86.71000000000001,1
6.36,529.53,2.0,39.0,7.0,6.0,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,97.62,1
,1690.45,,120.0,,44.0,CC(=O)O.CC(=O)O.CC/N=C(\NCC)NCCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CCCCN/C(=N/CC)NCC)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,526.0899999999998,1
6.36,584.0,2.0,41.0,7.0,6.0,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1.Cl.O,129.12,1
5.78,418.97,0.0,30.0,3.0,7.0,CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1,23.55,1
6.18,914.19,3.0,65.0,13.0,6.0,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,195.42999999999995,1
4.36,278.42,0.0,21.0,0.0,2.0,C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1,0.0,1
0.61,360.91,2.0,20.0,6.0,3.0,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21.Cl,106.32999999999998,1
,131.29,,1.0,,0.0,[Xe],0.0,1
5.9,428.61,0.0,30.0,6.0,20.0,CCCCCCC(=O)OCC(COC(=O)CCCCCC)OC(=O)CCCCCC,78.9,1
2.29,361.92,0.0,25.0,5.0,4.0,Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1.Cl,37.190000000000005,1
2.01,372.46,2.0,27.0,5.0,2.0,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO,91.67,1
-0.3,285.69,3.0,19.0,8.0,2.0,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,119.31000000000002,1
-8.16,1457.4,12.0,95.0,15.0,18.0,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O.CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O,896.6600000000007,1
1.12,339.26,1.0,21.0,5.0,5.0,COc1ccc(CN2CCNCC2)c(OC)c1OC.Cl.Cl,42.96000000000001,1
0.7,350.4,2.0,24.0,5.0,5.0,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O,95.94,1
2.59,1075.35,4.0,73.0,8.0,32.0,C/C(=C\C(=O)OCCCCCCCCC(=O)[O-])C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O.C/C(=C\C(=O)OCCCCCCCCC(=O)[O-])C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O.O.O.[Ca+2],360.76,1
,1464.1,,56.0,,16.0,CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,307.42,1
3.44,244.38,0.0,18.0,2.0,5.0,CC(CC(C#N)(c1ccccc1)C(C)C)N(C)C,27.03,1
0.19,214.18,4.0,15.0,4.0,3.0,N[C@@H](Cc1cc(O)c(O)cc1[18F])C(=O)O,103.78000000000002,1
5.75,491.63,1.0,36.0,3.0,9.0,Cc1cccc(C)c1NC(=O)CN1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,35.580000000000005,1
-1.4,575.63,4.0,36.0,14.0,9.0,CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,219.92999999999995,1
3.08,257.81,1.0,17.0,2.0,5.0,CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C.Cl,23.47,1
0.19,493.94,5.0,34.0,9.0,3.0,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O.Cl,164.63,1
6.760620000000006,717.8030000000002,8.0,49.0,4.0,9.0,CC1=CC=C(C=C1)OS(=O)(=O)C2=CC=CC(=C2)NS(=O)(=O)C3=CC4=C(C=CC(=C4)NC(=O)NC5=CC6=C(C=C5)C=CC(=C6)S(=O)(=O)O)C=C3,185.04,0
3.52,369.37,1.0,25.0,4.0,5.0,Cc1c(OCC(F)(F)F)ccnc1C[S@@+]([O-])c1nc2ccccc2[nH]1,73.86,1
5.63,415.97,0.0,30.0,3.0,2.0,Cc1cncc(CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c1,29.020000000000003,1
2.97,462.54,4.0,32.0,6.0,5.0,Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2ccc(F)cc2)s1.O,121.65,1
7.507140000000008,570.7110000000002,7.0,41.0,1.0,10.0,CCCCCOC1=CC=C(C=C1)C2C(=C(C3=CC(=CC=C3)OCC)O)C(=O)C(=O)N2C4=NC5=C(C=C(C=C5S4)C)C,88.96,0
2.42,404.51,0.0,29.0,6.0,6.0,CCN(CC)C(=O)C1CN2CCc3cc(OC)c(OC)cc3C2CC1OC(C)=O,68.31,1
1.77,282.81,1.0,19.0,2.0,5.0,CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN.Cl,46.33,1
-2.93,495.35,5.0,30.0,9.0,2.0,CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O.Cl.Cl.O.O.O.O.O,287.01,1
2.32,348.88,1.0,24.0,4.0,2.0,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2.Cl,50.16,1
-1.7,314.17,6.0,19.0,7.0,2.0,C[C@H](O)[C@H](O)[C@H]1CNc2[nH]c(N)nc(=O)c2N1.Cl.Cl,136.29,1
3.13,293.37,0.0,22.0,4.0,2.0,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,39.82,1
1.02,298.35,3.0,22.0,4.0,7.0,O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,83.12,1
-1.33,225.21,3.0,16.0,7.0,4.0,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,119.04999999999998,1
4.27,461.01,2.0,31.0,6.0,8.0,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1.[K+],90.82,1
,1287.92,,44.0,,19.0,O=C(CCOCCOCCOCCOCCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I,169.71999999999997,1
2.63,437.45,2.0,29.0,7.0,7.0,O=S(=O)(O)Oc1ccc(C(c2ccc(OS(=O)(=O)O)cc2)c2ccccn2)cc1,140.09,1
1.98,441.58,2.0,29.0,6.0,11.0,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,104.81,1
-0.21,480.9,6.0,33.0,9.0,2.0,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.Cl,181.62,1
2.16,257.44,1.0,12.0,4.0,3.0,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,55.760000000000005,1
0.92,160.18,2.0,12.0,4.0,1.0,NNc1nncc2ccccc12,63.83,1
-0.23,561.57,3.0,37.0,8.0,6.0,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+],176.32999999999998,1
,374.27,,23.0,,11.0,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Ca+2].[Na+].[Na+],167.0,1
2.89,766.35,2.0,45.0,3.0,8.0,Nc1c(CC(=O)[O-])cccc1C(=O)c1ccc(Br)cc1.Nc1c(CC(=O)[O-])cccc1C(=O)c1ccc(Br)cc1.O.O.O.[Na+].[Na+],260.94,1
4.28,358.44,1.0,26.0,4.0,12.0,CNc1ccc(/C=C/c2ccc(OCCOCCOCC[18F])cc2)cc1,39.72,1
5.394300000000003,623.7280000000003,9.0,44.0,5.0,15.0,C1C(OC(OC1C2=CC=C(C=C2)CO)C3=CC(=CC=C3)NC(=O)CCCCCCC(=O)NO)CSC4=C(C=CC=N4)C(=O)O,167.30999999999997,0
5.82,681.49,1.0,45.0,5.0,5.0,Cc1c(C(=O)Nc2ccc(N3C[C@@H](C)O[C@@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1.O=P(O)(O)O.O=P(O)(O)O,219.21,1
3.4,254.28,1.0,19.0,2.0,5.0,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,54.37,1
4.56,412.6,1.0,19.0,2.0,3.0,CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1.Cl,29.26,1
4.3,299.85,1.0,21.0,1.0,4.0,CNCCCC1c2ccccc2C=Cc2ccccc21.Cl,12.03,1
2.33,843.06,4.0,59.0,16.0,11.0,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O,195.38,1
2.23,440.38,1.0,27.0,4.0,7.0,CCCC[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12.[Br-],59.06,1
3.77,364.28,0.0,24.0,4.0,0.0,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1.Cl,28.07,1
5.867520000000004,558.8600000000001,5.0,35.0,2.0,10.0,CC1=C(C=C(C=C1)NC(=O)CCC(=O)NN=CC2=CC(=C(C(=C2)Br)OCC3=CC=CC=C3)OC)Cl,89.02000000000001,0
-1.72,376.37,5.0,27.0,9.0,5.0,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,161.56,1
3.09,354.47,1.0,26.0,3.0,5.0,CC[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,46.53,1
1.96,312.84,1.0,21.0,3.0,3.0,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2.Cl,45.33,1
1.24,441.53,4.0,31.0,5.0,12.0,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O.O.O,195.96,1
3.36,465.95,2.0,32.0,6.0,9.0,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,86.05,1
,388.51,,29.0,,5.0,CCCCCCc1ccc(O)cc1O.Nc1c2ccccc2nc2ccccc12,79.37,1
2.01,256.1,2.0,16.0,5.0,1.0,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,90.71,1
